"Architecture , URL: /wiki/Microarchitecture
","Fabrication (nm) , URL: /wiki/Semiconductor_device_fabrication
","Family","Release Date","Code name","Model Group","Cores","SMT , URL: /wiki/Simultaneous_multithreading
","Clock rate , URL: /wiki/Clock_rate
MHz , URL: /wiki/Hertz
","Bus , URL: /wiki/Bus_(computing)
","Cache","Cache","Cache","Socket , URL: /wiki/CPU_socket
","Memory Controller","Features","Features","Features"
"Zen , URL: /wiki/Zen_(microarchitecture)
","14 , URL: /wiki/14_nanometer
","Zen , URL: /wiki/Zen_(microarchitecture)
","March 2017","Summit Ridge","Ryzen 7 (Pro 1700, 1700, Pro 1700X, 1700X, 1800X)","8","yes","3000-3600 (3700-4000 boost)","","64 kB + 32 kB (per core)","512 kB (per core)","16 MB","Socket AM4 , URL: /wiki/Socket_AM4
","DDR4 , URL: /wiki/DDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","14 , URL: /wiki/14_nanometer
","Zen , URL: /wiki/Zen_(microarchitecture)
","June 2017","Naples","EPYC , URL: /wiki/Epyc
","8/16/24/32","yes","2000-3100 (2550-3600 all) (2700-3800 boost)","","64 kB + 32 kB (per core)","512 kB (per core)","32-64 MB","Socket SP3 , URL: /wiki/Socket_SP3
","DDR4 , URL: /wiki/DDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","14 , URL: /wiki/14_nanometer
","Zen , URL: /wiki/Zen_(microarchitecture)
","August 2017","Whitehaven","Ryzen Threadripper (1900, 1920, 1920X, 1950X)","8/12/16","yes","3200-3800 (3800-4000 boost)","","64 kB + 32 kB (per core)","512 kB (per core)","16-32 MB","Socket TR4 , URL: /wiki/Socket_TR4
","DDR4 , URL: /wiki/DDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","14 , URL: /wiki/14_nanometer
","Zen , URL: /wiki/Zen_(microarchitecture)
","October 2017","Raven Ridge","Athlon (Pro 200U, 300U), Ryzen 3 (2200U, 3200U, 3250U)","2","yes","2300-2600 (3200-3500 boost)","","64 kB + 32 kB (per core)","512 kB (per core)","4 MB","Socket FP5 , URL: /w/index.php?title=Socket_FP5&action=edit&redlink=1
","DDR4 , URL: /wiki/DDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","14 , URL: /wiki/14_nanometer
","Zen , URL: /wiki/Zen_(microarchitecture)
","October 2017","Raven Ridge","Ryzen 3 (2300U, Pro 2300U)","4","no","2000 (3400 boost)","","64 kB + 32 kB (per core)","512 kB (per core)","4 MB","Socket FP5 , URL: /w/index.php?title=Socket_FP5&action=edit&redlink=1
","DDR4 , URL: /wiki/DDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","14 , URL: /wiki/14_nanometer
","Zen , URL: /wiki/Zen_(microarchitecture)
","October 2017","Raven Ridge","Ryzen 5 (2500U, Pro 2500U, 2600H), Ryzen 7 (2700U, Pro 2700U, 2800H)","4","yes","2000-3300 (3600-3800 boost)","","64 kB + 32 kB (per core)","512 kB (per core)","4 MB","Socket FP5 , URL: /w/index.php?title=Socket_FP5&action=edit&redlink=1
","DDR4 , URL: /wiki/DDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","14 , URL: /wiki/14_nanometer
","Zen , URL: /wiki/Zen_(microarchitecture)
","February 2018","Raven Ridge","Athlon (200GE, Pro 200GE, 220GE, 240GE, 3000G)","2","yes","3200-3500","","64 kB + 32 kB (per core)","512 kB (per core)","4 MB","Socket AM4 , URL: /wiki/Socket_AM4
","DDR4 , URL: /wiki/DDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","14 , URL: /wiki/14_nanometer
","Zen , URL: /wiki/Zen_(microarchitecture)
","February 2018","Raven Ridge","Ryzen 3 (2200GE, Pro 2200GE, 2200G, Pro 2200G)","4","no","3200-3500 (3600-3700 boost)","","64 kB + 32 kB (per core)","512 kB (per core)","4 MB","Socket AM4 , URL: /wiki/Socket_AM4
","DDR4 , URL: /wiki/DDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","14 , URL: /wiki/14_nanometer
","Zen , URL: /wiki/Zen_(microarchitecture)
","February 2018","Raven Ridge","Ryzen 5 (2400GE, Pro 2400GE, 2400G, Pro 2400G)","4","yes","3200-3600 (3800-3900 boost)","","64 kB + 32 kB (per core)","512 kB (per core)","4 MB","Socket AM4 , URL: /wiki/Socket_AM4
","DDR4 , URL: /wiki/DDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","14 , URL: /wiki/14_nanometer
","Zen , URL: /wiki/Zen_(microarchitecture)
","February 2018","Snowy Owl","EPYC , URL: /wiki/Epyc
","4/8/12/16","no","1500-2100 (2150-3100 all) (2900-3100 boost)","","64 kB + 32 kB (per core)","512 kB (per core)","8-32 MB (8 MB per CCX)","Socket SP4r2 , URL: /w/index.php?title=Socket_SP4r2&action=edit&redlink=1
","DDR4 , URL: /wiki/DDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","14 , URL: /wiki/14_nanometer
","Zen , URL: /wiki/Zen_(microarchitecture)
","February 2018","Snowy Owl","EPYC , URL: /wiki/Epyc
","4/8/12/16","yes","1900-2700 (2450-3100 all) (2900-3100 boost)","","64 kB + 32 kB (per core)","512 kB (per core)","16-32 MB (8 MB per CCX)","Socket SP4r2 , URL: /w/index.php?title=Socket_SP4r2&action=edit&redlink=1
","DDR4 , URL: /wiki/DDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","14 , URL: /wiki/14_nanometer
","Zen , URL: /wiki/Zen_(microarchitecture)
","February 2018","Great Horned Owl","V1000 series (Embedded)","2/4","yes","2000-3350 (3200-3800 boost)","","64 kB + 32 kB (per core)","512 kB (per core)","4 MB","Socket FP5 , URL: /w/index.php?title=Socket_FP5&action=edit&redlink=1
","DDR4 , URL: /wiki/DDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","14 , URL: /wiki/14_nanometer
","Zen , URL: /wiki/Zen_(microarchitecture)
","April 2019","Banded Kestrel","R1000 series (Embedded)","2","no","1200 (2600 boost)","","64 kB + 32 kB (per core)","512 kB (per core)","4 MB","Socket FP5 , URL: /w/index.php?title=Socket_FP5&action=edit&redlink=1
","DDR4 , URL: /wiki/DDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","14 , URL: /wiki/14_nanometer
","Zen , URL: /wiki/Zen_(microarchitecture)
","April 2019","Banded Kestrel","R1000 series (Embedded)","2","yes","1500-2600 (2800-3500 boost)","","64 kB + 32 kB (per core)","512 kB (per core)","4 MB","Socket FP5 , URL: /w/index.php?title=Socket_FP5&action=edit&redlink=1
","","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","12 GloFo 12LP","Zen+ , URL: /wiki/Zen%2B
","April 2018","Pinnacle Ridge","Ryzen 3 (1200 AF, 2300X)","4","no","3100-3500 (3400-4000 boost)","","32 kB data 64 kB inst. per core","512 kB per core","8 MB","Socket AM4 , URL: /wiki/Socket_AM4
","DDR4 , URL: /wiki/DDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","12 GloFo 12LP","Zen+ , URL: /wiki/Zen%2B
","April 2018","Pinnacle Ridge","Ryzen 5 2500X","4","yes","3600 (4000 boost)","","32 kB data 64 kB inst. per core","512 kB per core","8 MB","Socket AM4 , URL: /wiki/Socket_AM4
","DDR4 , URL: /wiki/DDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","12 GloFo 12LP","Zen+ , URL: /wiki/Zen%2B
","April 2018","Pinnacle Ridge","Ryzen 5 (1600 AF, 2600, 2600E, 2600X), Ryzen 7 (2700, 2700E, 2700X, Pro 2700X)","6/8","yes","2800-3700 (3600-4300 boost)","","32 kB data 64 kB inst. per core","512 kB per core","16 MB","Socket AM4 , URL: /wiki/Socket_AM4
","DDR4 , URL: /wiki/DDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","12 GloFo 12LP","Zen+ , URL: /wiki/Zen%2B
","August 2018","Colfax","Ryzen Threadripper (2920X, 2950X, 2970WX, 2990WX)","12/16/24/32","yes","3000-3500 (4200-4400 boost)","","32 kB data 64 kB inst. per core","512 kB per core","32-64 MB","Socket TR4 , URL: /wiki/Socket_TR4
","DDR4 , URL: /wiki/DDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
"Zen , URL: /wiki/Zen_(microarchitecture)
","12 GloFo 12LP","Zen+ , URL: /wiki/Zen%2B
","January 2019","Picasso","Ryzen 3 (3300U, Pro 3300U, 3350U)","4","no","2100 (3500 boost)","","32 kB data 64 kB inst. per core","512 kB per core","4 MB","Socket FP5 , URL: /w/index.php?title=Socket_FP5&action=edit&redlink=1
","DDR4 , URL: /wiki/DDR4
","MMX , URL: /wiki/MMX_(instruction_set)
SSE , URL: /wiki/Streaming_SIMD_Extensions
SSE2 , URL: /wiki/SSE2
SSE3 , URL: /wiki/SSE3
SSE3s , URL: /wiki/SSSE3
SSE4a , URL: /wiki/SSE4a
SSE4.1 , URL: /wiki/SSE4.1
SSE4.2 , URL: /wiki/SSE4.2
AVX , URL: /wiki/Advanced_Vector_Extensions
AVX2 , URL: /wiki/Advanced_Vector_Extensions
","","AMD64 , URL: /wiki/AMD64
AES , URL: /wiki/AES_instruction_set
CLMUL , URL: /wiki/CLMUL
FMA3 , URL: /wiki/FMA3
CVT16 , URL: /wiki/CVT16_instruction_set
F16C , URL: /wiki/F16C
ABM , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI1 , URL: /wiki/Bit_Manipulation_Instruction_Sets
BMI2 , URL: /wiki/Bit_Manipulation_Instruction_Sets
SHA , URL: /wiki/Intel_SHA_Extensions
"
